Day fraction since midnight on 	Temperature (C)	200 kPa (Pa)	Pump Run ()
0.8025400434	37.0911369324	15372.2148437500	0.0000000000
0.8025458403	37.0897293091	15980.1464843750	0.0000000000
0.8025516139	37.0848808289	15120.0126953125	0.0000000000
0.8025574074	37.0978240967	15009.5937500000	0.0000000000
0.8025631937	37.0884246826	15739.4375000000	0.0000000000
0.8025689778	37.0959815979	15773.8242187500	0.0000000000
0.8025747650	37.0961685181	14615.3808593750	0.0000000000
0.8025805495	37.0981941223	15334.0751953125	0.0000000000
0.8025863257	37.0950393677	15873.1279296875	0.0000000000
0.8025921128	37.1005325317	14414.2832031250	0.0000000000
0.8025979137	37.0955696106	15354.6796875000	0.0000000000
0.8026036960	37.1002502441	16098.5605468750	0.0000000000
0.8026094906	37.1034355164	15142.5781250000	0.0000000000
0.8026152828	37.0966949463	14976.7099609375	0.0000000000
0.8026210626	37.0997695923	15658.8652343750	0.0000000000
0.8026268548	37.1011848450	15690.1044921875	0.0000000000
0.8026326341	37.1040153503	14520.4482421875	0.0000000000
0.8026384094	37.1011428833	15320.2529296875	0.0000000000
0.8026442067	37.1041374207	16137.7509765625	0.0000000000
0.8026499954	37.1035842896	14717.7324218750	0.0000000000
0.8026557916	37.0954780579	15364.6132812500	0.0000000000
0.8026615596	37.1037826538	16065.5537109375	0.0000000000
0.8026673450	37.0958023071	15156.7343750000	0.0000000000
0.8026731515	37.0907135010	14943.4765625000	0.0000000000
0.8026789325	37.0959663391	15703.6435546875	0.0000000000
0.8026847248	37.0987434387	15892.3115234375	0.0000000000
0.8026905059	37.0951309204	14643.9501953125	0.0000000000
0.8026962845	37.0951499939	15408.1113281250	0.0000000000
0.8027020785	37.0969085693	16062.9755859375	0.0000000000
0.8027078635	37.0958366394	14760.0449218750	0.0000000000
0.8027136738	37.0926017761	15335.7900390625	0.0000000000
0.8027194394	37.0967140198	15933.1298828125	0.0000000000
0.8027252295	37.0932884216	15172.2783203125	0.0000000000
0.8027310045	37.0938491821	14960.6494140625	0.0000000000
0.8027367969	37.0940895081	15599.6015625000	0.0000000000
0.8027425834	37.0999946594	15832.1308593750	0.0000000000
0.8027483790	37.0945091248	14741.8574218750	0.0000000000
0.8027541769	37.0970153809	15371.1621093750	0.0000000000
0.8027599422	37.1020317078	16337.1933593750	0.0000000000
0.8027657325	37.1005287170	14564.5742187500	0.0000000000
